Value,First Name,Last Name,Age,Team,Position,G,A,PPP,+/-,SOG,HITS
55.43,Ryan,Nugent-Hopkins,25,Edmonton Oilers,C,22,39,18,7,217,52
55.43,Elias,Lindholm,24,Calgary Flames,C,23,36,18,0,177,91
55.42,Max,Pacioretty,30,Vegas Golden Knights,L,22,24,13,-4,235,122
54.87,Sean,Couturier,26,Philadelphia Flyers,C,27,35,14,3,210,61
54.72,Pierre-Luc,Dubois,20,Columbus Blue Jackets,C,23,33,14,0,182,115
54.69,Jaden,Schwartz,26,St. Louis Blues,L,24,38,16,3,199,64
54.67,Ryan,Johansen,26,Nashville Predators,C,16,48,20,13,158,86
54.35,Clayton,Keller,20,Arizona Coyotes,C,25,43,18,-3,215,11
54.33,Chris,Kreider,27,New York Rangers,L,24,23,14,1,194,133
54.32,Jason,Zucker,26,Minnesota Wild,L,26,29,13,8,226,77
53.5,Jake,Guentzel,24,Pittsburgh Penguins,C,23,31,12,6,179,126
53.35,Jordan,Staal,30,Carolina Hurricanes,C,20,27,10,2,176,172
53.02,Nikolaj,Ehlers,22,Winnipeg Jets,L,25,34,15,-3,224,43
53.02,Viktor,Arvidsson,25,Nashville Predators,L,32,30,10,9,239,32
52.81,David,Perron,30,St. Louis Blues,L,18,37,19,0,153,109
52.13,Micheal,Ferland,26,Carolina Hurricanes,L,21,21,8,6,180,186
52.12,Jonathan,Toews,30,Chicago Blackhawks,C,25,34,15,4,217,41
51.79,J.T.,Miller,25,Tampa Bay Lightning,C,20,34,16,-4,149,120
51.36,Jonathan,Drouin,23,Montreal Canadiens,C,18,35,21,-2,184,66
51.34,Bo,Horvat,23,Vancouver Canucks,C,26,28,17,-9,197,56
51.17,Timo,Meier,22,San Jose Sharks,R,28,22,7,7,223,101
50.8,Dustin,Brown,34,Los Angeles Kings,R,19,24,11,0,175,162
50.79,Kyle,Connor,22,Winnipeg Jets,L,29,31,15,2,214,19
50.17,Boone,Jenner,25,Columbus Blue Jackets,C,18,18,6,1,207,187
50.14,Alex,DeBrincat,21,Chicago Blackhawks,R,28,32,12,0,208,38
50.13,T.J.,Oshie,32,Washington Capitals,R,22,26,14,10,155,130
49.87,Josh,Anderson,24,Columbus Blue Jackets,R,26,17,5,12,210,143
49.74,Tomas,Hertl,25,San Jose Sharks,C,24,32,11,0,192,78
49.66,Josh,Bailey,29,New York Islanders,R,17,45,24,0,157,25
49.54,William,Karlsson,25,Vegas Golden Knights,C,26,34,15,5,176,47
49.29,Tyler,Toffoli,26,Los Angeles Kings,R,24,27,11,-5,225,65
49.27,Milan,Lucic,30,Edmonton Oilers,L,13,23,11,-2,126,230
49.18,Teuvo,Teravainen,24,Carolina Hurricanes,L,21,39,17,10,191,31
48.77,Sam,Reinhart,23,Buffalo Sabres,C,21,33,19,-8,189,40
48.73,Nico,Hischier,19,New Jersey Devils,C,20,36,15,-4,198,50
48.04,Reilly,Smith,27,Vegas Golden Knights,R,22,31,16,1,192,50
47.78,Matt,Duchene,27,Ottawa Senators,C,23,34,13,-12,187,52
47.7,Kyle,Okposo,30,Buffalo Sabres,R,18,30,18,-16,177,76
47.59,Jordan,Eberle,28,New York Islanders,C,23,31,16,-2,192,40
46.22,Anthony,Mantha,24,Detroit Red Wings,R,22,25,11,-12,195,83
46.15,Yanni,Gourde,27,Tampa Bay Lightning,C,22,37,13,8,158,57
45.95,Max,Domi,23,Montreal Canadiens,L,20,36,16,-2,160,52
45.79,Derek,Stepan,28,Arizona Coyotes,C,17,35,14,-3,205,46
45.7,Nick,Foligno,31,Columbus Blue Jackets,L,17,23,8,0,146,175
45.67,Alex,Galchenyuk,24,Arizona Coyotes,C,21,31,17,-2,183,37
45.57,Mats,Zuccarello,31,New York Rangers,R,17,35,16,-4,163,68
45.54,Pat,Maroon,30,St. Louis Blues,L,15,24,12,-5,148,157
45.28,Craig,Smith,29,Nashville Predators,R,23,22,10,5,216,68
45.18,Nick,Bjugstad,26,Florida Panthers,C,18,27,11,5,198,88
44.59,Tyler,Johnson,28,Tampa Bay Lightning,C,22,29,14,6,180,49
44.16,Zach,Parise,34,Minnesota Wild,L,23,23,9,2,221,56
44.1,James,van Riemsdyk,29,Philadelphia Flyers,L,24,24,14,1,197,37
43.74,James,Neal,31,Calgary Flames,L,24,19,9,-5,219,63
43.53,Derick,Brassard,31,Pittsburgh Penguins,C,19,25,10,1,180,96
43.49,Gustav,Nyquist,29,Detroit Red Wings,R,17,32,13,-5,186,59
43.44,Travis,Konecny,21,Philadelphia Flyers,C,19,27,9,3,183,91
43.25,David,Backes,34,Boston Bruins,R,15,19,7,2,169,167
43.02,Mathieu,Perreault,30,Winnipeg Jets,C,16,26,12,2,152,118
42.86,Erik,Haula,27,Vegas Golden Knights,L,21,25,11,1,172,79
42.07,Jake,DeBrusk,22,Boston Bruins,L,18,28,11,2,179,73
41.98,Ondrej,Palat,27,Tampa Bay Lightning,L,14,30,13,3,145,106
41.73,Alexander,Steen,34,St. Louis Blues,L,17,30,16,-4,156,59
41.72,Mikael,Backlund,29,Calgary Flames,C,18,32,10,9,187,54
41.45,Adam,Lowry,25,Winnipeg Jets,C,15,16,4,7,131,212
41.36,Kyle,Turris,29,Nashville Predators,C,18,34,16,3,158,33
41.29,Nino,Niederreiter,26,Minnesota Wild,R,19,25,10,0,171,84
40.94,Alex,Tuch,22,Vegas Golden Knights,R,17,24,10,2,179,90
40.91,Charles,Hudon,24,Montreal Canadiens,L,13,22,8,-3,179,133
40.63,Tomas,Tatar,28,Montreal Canadiens,L,20,24,10,0,178,70
40.36,Jakob,Silfverberg,28,Anaheim Ducks,R,21,25,11,3,178,52
40.02,David,Krejci,32,Boston Bruins,C,17,36,16,5,140,35
39.54,Kevin,Fiala,22,Nashville Predators,L,20,27,10,-2,190,39
39.31,Justin,Williams,37,Carolina Hurricanes,R,15,29,10,3,179,69
39.21,Brandon,Saad,26,Chicago Blackhawks,L,22,23,7,2,213,37
39.08,Kevin,Labanc,23,San Jose Sharks,R,15,32,13,0,164,51
38.64,Christian,Fischer,21,Arizona Coyotes,R,18,19,6,-8,174,110
38.23,Richard,Panik,27,Arizona Coyotes,R,16,19,7,4,150,133
38.21,Alex,Killorn,29,Tampa Bay Lightning,L,16,23,11,1,159,87
