Value,First Name,Last Name,Age,Team,Position,G,A,PPP,+/-,SOG,HITS
58.11,Colin,Miller,26,Vegas Golden Knights,D,8,28,13,2,165,143
57.94,Dustin,Brown,34,Los Angeles Kings,R,21,24,11,0,179,164
57.94,Kyle,Connor,22,Winnipeg Jets,L,28,35,16,2,221,19
57.89,Ryan,Johansen,26,Nashville Predators,C,17,46,19,14,153,82
57.63,Jason,Zucker,26,Minnesota Wild,L,25,30,11,10,221,81
57.6,Jordan,Staal,30,Carolina Hurricanes,C,17,25,9,-4,182,190
57.25,J.T.,Miller,25,Tampa Bay Lightning,C,19,36,17,1,143,120
57.02,Nikolaj,Ehlers,22,Winnipeg Jets,L,27,33,14,5,217,38
56.99,Ivan,Provorov,21,Philadelphia Flyers,D,11,28,6,-3,186,124
56.84,Clayton,Keller,20,Arizona Coyotes,C,23,41,18,-3,214,10
56.73,Boone,Jenner,25,Columbus Blue Jackets,C,17,22,6,2,211,186
56.25,William,Karlsson,25,Vegas Golden Knights,C,26,34,17,2,177,48
56.05,Colton,Parayko,25,St. Louis Blues,D,11,23,9,10,191,112
56.05,Josh,Anderson,24,Columbus Blue Jackets,R,25,15,5,13,216,159
56.04,Neal,Pionk,23,New York Rangers,D,5,31,16,-6,156,137
55.8,Jonathan,Toews,30,Chicago Blackhawks,C,26,33,14,0,212,36
55.72,Timo,Meier,22,San Jose Sharks,R,26,23,7,4,221,105
55.67,David,Perron,30,St. Louis Blues,L,19,33,18,-7,152,102
55.54,Ryan,Suter,33,Minnesota Wild,D,7,41,17,3,147,63
55.47,Hampus,Lindholm,24,Anaheim Ducks,D,12,25,12,-4,153,100
55.28,Reilly,Smith,27,Vegas Golden Knights,R,19,35,18,-1,197,54
55.04,Oscar,Klefbom,25,Edmonton Oilers,D,8,27,12,1,236,59
54.99,Brock,Boeser,21,Vancouver Canucks,R,26,30,16,-3,211,28
54.98,Jake,Muzzin,29,Los Angeles Kings,D,8,25,8,1,155,174
54.57,Sam,Reinhart,23,Buffalo Sabres,C,22,35,19,0,184,34
54.15,Teuvo,Teravainen,24,Carolina Hurricanes,L,20,38,19,6,185,30
53.97,Max,Domi,23,Montreal Canadiens,L,20,40,16,0,171,50
53.49,Craig,Smith,29,Nashville Predators,R,23,23,11,6,225,74
53.43,Anthony,Mantha,24,Detroit Red Wings,R,24,24,10,-7,204,87
53.4,Zach,Parise,34,Minnesota Wild,L,27,22,12,3,218,53
53.31,Alex,DeBrincat,21,Chicago Blackhawks,R,26,32,11,-3,209,35
53.17,Travis,Konecny,21,Philadelphia Flyers,C,23,28,9,4,195,89
53.09,Milan,Lucic,30,Edmonton Oilers,L,11,21,9,-6,124,243
53.04,Yanni,Gourde,27,Tampa Bay Lightning,C,23,36,14,5,153,64
52.57,Ryan,Ellis,27,Nashville Predators,D,10,30,10,11,187,59
52.52,Josh,Bailey,29,New York Islanders,R,18,42,21,3,154,25
52.33,Noah,Hanifin,21,Calgary Flames,D,9,29,12,3,160,86
52.16,T.J.,Oshie,32,Washington Capitals,R,22,23,13,10,141,124
52.08,Ryan,Pulock,24,New York Islanders,D,7,25,7,-4,201,124
51.93,Nick,Foligno,31,Columbus Blue Jackets,L,16,24,8,2,147,178
51.79,Kyle,Okposo,30,Buffalo Sabres,R,17,30,16,-5,174,80
51.67,Jacob,Trouba,24,Winnipeg Jets,D,8,29,5,11,186,118
51.36,Jake,DeBrusk,22,Boston Bruins,L,22,25,12,3,187,77
51.3,Jaden,Schwartz,26,St. Louis Blues,L,20,35,13,8,175,56
51.16,Alex,Tuch,22,Vegas Golden Knights,R,19,29,11,8,175,94
51.06,Jordan,Eberle,28,New York Islanders,C,22,30,14,-5,186,45
50.93,Tomas,Tatar,28,Montreal Canadiens,L,25,24,11,0,179,71
50.83,Nico,Hischier,19,New Jersey Devils,C,19,36,12,-3,189,48
50.59,Jared,Spurgeon,29,Minnesota Wild,D,10,30,10,11,151,76
50.49,Tyler,Johnson,28,Tampa Bay Lightning,C,23,28,15,2,176,43
50.32,Tomas,Hertl,25,San Jose Sharks,C,21,30,11,-5,174,71
50.31,Derek,Stepan,28,Arizona Coyotes,C,18,31,12,-2,206,53
49.96,Mikhail,Sergachev,20,Tampa Bay Lightning,D,6,32,12,3,157,93
49.93,Tyler,Toffoli,26,Los Angeles Kings,R,22,25,9,-6,213,59
49.57,Alex,Galchenyuk,24,Arizona Coyotes,C,18,30,18,-5,177,38
49.34,Damon,Severson,24,New Jersey Devils,D,9,28,7,-10,145,114
48.81,Matt,Niskanen,32,Washington Capitals,D,7,25,6,-6,149,152
48.72,Gustav,Nyquist,29,Detroit Red Wings,R,16,34,12,0,188,53
48.69,Nick,Bjugstad,26,Florida Panthers,C,16,25,9,0,189,102
48.61,Blake,Coleman,27,New Jersey Devils,C,15,16,1,6,169,203
48.6,Shea,Weber,33,Montreal Canadiens,D,10,15,10,3,149,128
48.35,Kevin,Shattenkirk,29,New York Rangers,D,7,26,13,-6,165,78
48.32,Shea,Theodore,23,Vegas Golden Knights,D,9,29,9,-1,193,40
48.13,Viktor,Arvidsson,25,Nashville Predators,L,26,27,8,9,201,26
48.08,Nino,Niederreiter,26,Minnesota Wild,R,18,27,12,-6,165,79
47.84,Tom,Wilson,24,Washington Capitals,R,17,20,7,8,114,179
47.77,Bobby,Ryan,31,Ottawa Senators,R,15,27,12,-7,150,106
47.77,Sami,Vatanen,27,New Jersey Devils,D,5,28,11,-9,167,102
47.75,Mattias,Ekholm,28,Nashville Predators,D,10,30,10,16,132,69
47.69,Pat,Maroon,30,St. Louis Blues,L,13,22,13,-9,131,145
47.46,James,Neal,31,Calgary Flames,L,19,19,10,-7,217,65
47.01,David,Backes,34,Boston Bruins,R,14,16,8,2,168,153
46.89,David,Krejci,32,Boston Bruins,C,15,39,17,1,141,32
46.59,Kevin,Fiala,22,Nashville Predators,L,20,28,11,-5,189,35
46.51,Kevin,Labanc,23,San Jose Sharks,R,13,33,15,-6,166,53
46.49,Nick,Leddy,27,New York Islanders,D,7,27,12,-11,136,92
46.42,Justin,Williams,37,Carolina Hurricanes,R,15,28,11,-4,184,67
46.4,Andrew,Shaw,27,Montreal Canadiens,R,17,19,8,0,150,133
46.39,Erik,Johnson,30,Colorado Avalanche,D,7,20,3,4,189,136
46.33,Patrick,Marleau,39,Toronto Maple Leafs,C,19,21,11,0,174,76
46.32,William,Carrier,24,Vegas Golden Knights,L,10,6,0,0,124,289
46.17,Kevin,Hayes,26,New York Rangers,C,18,29,8,3,180,64
46.09,Mikael,Backlund,29,Calgary Flames,C,17,31,8,13,192,52
46.05,Alex,Killorn,29,Tampa Bay Lightning,L,16,27,10,11,162,85
46.02,Brandon,Montour,24,Anaheim Ducks,D,7,26,8,-5,166,92
45.87,James,van Riemsdyk,29,Philadelphia Flyers,L,20,23,14,1,181,35
45.81,Ryan,McDonagh,29,Tampa Bay Lightning,D,6,34,8,19,142,90
45.76,Alexander,Steen,34,St. Louis Blues,L,17,26,15,-2,148,62
45.63,Adam,Lowry,25,Winnipeg Jets,C,13,16,4,3,120,208
45.3,Mathieu,Perreault,30,Winnipeg Jets,C,14,26,11,0,139,106
45.28,Kyle,Turris,29,Nashville Predators,C,17,32,16,1,144,33
45.24,Mike,Green,33,Detroit Red Wings,D,7,28,9,5,143,91
45.1,Richard,Panik,27,Arizona Coyotes,R,16,18,8,-2,146,133
45.09,Darnell,Nurse,23,Edmonton Oilers,D,7,17,2,-3,186,148
45.03,Justin,Abdelkader,31,Detroit Red Wings,L,12,18,7,-8,119,184
44.91,Brandon,Saad,26,Chicago Blackhawks,L,23,23,6,0,206,34
44.5,Sam,Bennett,22,Calgary Flames,C,15,18,6,2,148,143
44.41,Zach,Hyman,26,Toronto Maple Leafs,C,16,24,3,9,159,123
44.13,Mikko,Koivu,35,Minnesota Wild,C,13,36,16,6,134,39
44.11,Jake,Gardiner,28,Toronto Maple Leafs,D,6,34,11,5,129,66
44.04,Jake,Virtanen,22,Vancouver Canucks,R,16,13,3,0,158,160
43.98,Brent,Seabrook,33,Chicago Blackhawks,D,6,24,10,-2,152,95
43.97,Josh,Morrissey,23,Winnipeg Jets,D,7,25,7,9,128,122
43.95,Derick,Brassard,31,Pittsburgh Penguins,C,16,22,8,-1,162,94
43.88,Ryan,Dzingel,26,Ottawa Senators,L,23,22,7,-2,153,65
43.83,Andreas,Athanasiou,24,Detroit Red Wings,C,24,18,7,0,197,37
43.71,Mats,Zuccarello,31,New York Rangers,R,14,30,13,-9,144,60
43.68,Leo,Komarov,31,New York Islanders,C,9,17,2,3,106,232
43.67,Tanner,Pearson,26,Pittsburgh Penguins,L,16,19,6,-10,163,113
43.51,Radko,Gudas,28,Philadelphia Flyers,D,4,16,1,7,150,219
43.49,Christian,Fischer,21,Arizona Coyotes,R,16,17,5,-10,167,121
43.41,Esa,Lindell,24,Dallas Stars,D,8,21,6,3,147,111
43.12,Adam,Larsson,26,Edmonton Oilers,D,3,18,1,1,113,255
43.05,Carl,Soderberg,33,Colorado Avalanche,C,16,23,12,0,145,72
43.04,Robert,Hagg,23,Philadelphia Flyers,D,4,14,0,8,124,256
43.0,Charles,Hudon,24,Montreal Canadiens,L,11,18,6,-10,165,138
42.72,Adam,Henrique,28,Anaheim Ducks,C,19,26,11,0,134,55
42.7,Artturi,Lehkonen,23,Montreal Canadiens,L,16,20,4,2,188,91
42.69,Nikita,Zadorov,23,Colorado Avalanche,D,5,14,2,5,107,242
42.59,Anthony,Beauvillier,21,New York Islanders,C,20,18,7,-7,161,78
42.49,Jaccob,Slavin,24,Carolina Hurricanes,D,9,25,7,-9,156,56
42.39,Charlie,Coyle,26,Minnesota Wild,C,15,27,6,8,145,92
42.3,Drake,Caggiula,24,Edmonton Oilers,L,16,12,2,-8,134,172
42.2,Tyler,Bertuzzi,23,Detroit Red Wings,L,17,23,6,1,135,101
41.84,Olli,Maatta,24,Pittsburgh Penguins,D,6,22,6,9,138,127
41.77,Jakob,Silfverberg,28,Anaheim Ducks,R,18,22,9,-2,169,49
41.55,Nick,Schmaltz,22,Arizona Coyotes,C,16,36,11,-1,140,20
41.54,Ondrej,Palat,27,Tampa Bay Lightning,L,12,26,11,3,124,93
41.47,Josh,Manson,27,Anaheim Ducks,D,8,17,2,8,110,176
41.22,Will,Butcher,23,New Jersey Devils,D,5,34,16,2,117,29
41.22,Nick,Ritchie,23,Anaheim Ducks,L,12,17,4,4,111,174
41.14,Erik,Gustafsson,26,Chicago Blackhawks,D,8,23,6,-2,155,74
41.14,Miles,Wood,23,New Jersey Devils,L,14,17,5,-7,180,99
41.01,Dmitry,Orlov,27,Washington Capitals,D,8,23,4,-7,124,117
40.91,Brock,McGinn,24,Carolina Hurricanes,L,12,17,3,-1,151,144
40.61,Vince,Dunn,22,St. Louis Blues,D,7,23,10,0,164,45
40.55,Erik,Haula,27,Vegas Golden Knights,L,17,22,9,1,142,65
40.53,Brandon,Tanev,27,Winnipeg Jets,L,9,12,1,4,107,224
40.47,Vladislav,Namestnikov,26,New York Rangers,C,15,24,8,-5,133,82
40.39,Frank,Vatrano,24,Florida Panthers,C,19,10,5,-5,167,98
40.37,Bryan,Little,31,Winnipeg Jets,C,16,29,9,-4,138,47
40.3,Tyler,Bozak,32,St. Louis Blues,C,12,28,11,-6,149,53
40.29,Brady,Skjei,24,New York Rangers,D,5,23,3,-7,136,145
40.27,Alexander,Edler,32,Vancouver Canucks,D,4,20,8,-7,148,124
40.15,Brock,Nelson,27,New York Islanders,C,22,22,4,6,155,50
40.12,Bryan,Rust,26,Pittsburgh Penguins,R,12,22,5,0,143,113
39.97,Alexander,Kerfoot,24,Colorado Avalanche,C,14,32,14,-5,111,37
39.91,Charlie,McAvoy,21,Boston Bruins,D,6,28,7,6,96,116
39.91,Samuel,Girard,20,Colorado Avalanche,D,6,26,13,-2,119,60
39.84,Ryan,Hartman,24,Nashville Predators,R,17,18,4,5,149,96
39.76,Mike,Matheson,24,Florida Panthers,D,7,23,7,-4,167,56
39.5,Jamie,Oleksiak,26,Pittsburgh Penguins,D,7,15,1,8,97,200
39.27,Mikkel,Boedker,29,Ottawa Senators,L,13,29,10,-12,132,53
39.13,Brian,Boyle,34,New Jersey Devils,C,16,7,7,-8,120,141
39.09,Anthony,Duclair,23,Columbus Blue Jackets,L,19,18,9,-5,141,54
38.86,Alec,Martinez,31,Los Angeles Kings,D,8,20,5,-6,116,112
38.86,Phillip,Danault,25,Montreal Canadiens,C,12,26,5,1,143,86
38.83,Ryan,Spooner,26,Edmonton Oilers,C,13,22,10,-12,143,65
38.65,Cam,Fowler,27,Anaheim Ducks,D,9,25,8,1,139,31
38.63,Alexander,Wennberg,24,Columbus Blue Jackets,C,11,37,13,4,104,35
38.56,Kasperi,Kapanen,22,Toronto Maple Leafs,R,19,14,1,12,141,110
38.31,Nicolas,Deslauriers,27,Montreal Canadiens,L,7,6,0,-5,88,257
38.26,Jason,Pominville,36,Buffalo Sabres,R,18,23,6,5,157,38
38.26,Danton,Heinen,23,Boston Bruins,C,13,26,9,3,139,54
38.22,Jordan,Martinook,26,Carolina Hurricanes,L,14,12,1,-1,138,146
38.13,Michael,Del Zotto,28,Vancouver Canucks,D,4,13,1,0,107,226
38.08,Ryan,Kesler,34,Anaheim Ducks,C,14,13,7,-11,127,115
37.99,Nolan,Patrick,20,Philadelphia Flyers,C,16,20,5,-5,152,68
37.98,Thomas,Vanek,34,Detroit Red Wings,L,15,25,12,-10,125,37
37.94,Marcus,Foligno,27,Minnesota Wild,L,8,13,2,-2,97,203
37.93,Joonas,Donskoi,26,San Jose Sharks,R,16,22,8,5,143,50
37.81,Lars,Eller,29,Washington Capitals,C,14,22,5,-8,153,70
37.81,Chris,Wagner,27,Boston Bruins,R,7,6,0,-4,104,239
37.79,Johnny,Boychuk,34,New York Islanders,D,2,12,3,0,184,165
37.61,Pavel,Buchnevich,23,New York Rangers,R,16,24,10,-1,121,46
37.56,Ryan,Reaves,31,Vegas Golden Knights,R,7,6,1,5,67,261
37.5,Jimmy,Vesey,25,New York Rangers,L,19,14,4,-5,152,73
37.47,Joe,Thornton,39,San Jose Sharks,C,13,27,15,1,103,37
37.3,Travis,Zajac,33,New Jersey Devils,C,17,20,7,0,110,78
37.29,Radek,Faksa,24,Dallas Stars,C,16,18,3,-2,124,103
37.25,Frans,Nielsen,34,Detroit Red Wings,C,11,27,10,-4,120,62
37.09,Chris,Tierney,24,Ottawa Senators,C,14,30,9,-7,128,31
36.97,Cedric,Paquette,25,Tampa Bay Lightning,C,12,7,0,0,96,204
36.96,Vinnie,Hinostroza,24,Arizona Coyotes,C,13,23,8,-8,145,53
36.74,Alex,Goligoski,33,Arizona Coyotes,D,6,25,6,-9,110,95
36.72,Blake,Comeau,32,Dallas Stars,L,9,14,2,-11,117,165
36.6,Jason,Spezza,35,Dallas Stars,C,15,24,12,-4,131,22
36.56,Nick,Cousins,25,Arizona Coyotes,C,12,14,2,-6,147,121
36.4,Brendan,Perlini,22,Chicago Blackhawks,L,13,15,9,-14,142,73
36.36,Ondrej,Kase,23,Anaheim Ducks,R,16,20,9,3,149,31
36.26,Conor,Sheary,26,Buffalo Sabres,L,19,20,7,0,144,28
36.15,Patrik,Berglund,30,Buffalo Sabres,C,15,10,4,0,125,120
36.15,Dmitrij,Jaskin,25,Washington Capitals,R,6,15,2,4,103,185
36.14,Oliver,Bjorkstrand,23,Columbus Blue Jackets,R,12,22,7,-3,149,57
36.02,Brandon,Dubinsky,32,Columbus Blue Jackets,C,9,17,2,-2,94,166
35.9,Jared,McCann,22,Florida Panthers,C,14,18,5,-2,155,64
35.89,Colton,Sissons,25,Nashville Predators,C,12,16,5,16,116,115
35.65,Cal,Clutterbuck,31,New York Islanders,R,7,8,1,-9,90,216
35.47,Carl,Hagelin,30,Los Angeles Kings,L,10,18,2,7,144,110
35.47,Marcus,Johansson,28,New Jersey Devils,L,16,20,9,-8,137,32
35.44,Jakub,Vrana,22,Washington Capitals,L,16,21,5,9,151,40
35.34,Tyler,Myers,28,Winnipeg Jets,D,5,21,6,1,150,75
35.32,Joel,Edmundson,25,St. Louis Blues,D,5,17,1,4,133,145
35.2,Scott,Laughton,24,Philadelphia Flyers,C,14,15,2,3,108,124
35.08,Ryan,Strome,25,New York Rangers,C,12,19,6,-7,137,73
35.03,Tyler,Pitlick,27,Dallas Stars,C,12,11,2,0,126,134
34.99,Joel,Armia,25,Montreal Canadiens,R,12,16,4,1,133,98
34.96,Adrian,Kempe,22,Los Angeles Kings,C,13,20,4,-4,126,83
34.9,Artem,Anisimov,30,Chicago Blackhawks,C,18,22,5,-1,139,29
34.89,Andre,Burakovsky,23,Washington Capitals,L,16,19,7,-5,128,49
34.79,Devin,Shore,24,Dallas Stars,C,14,23,6,0,110,66
34.67,Jesper,Bratt,20,New Jersey Devils,L,13,26,7,-5,121,45
34.63,Tyson,Jost,20,Colorado Avalanche,C,15,17,8,-3,135,48
34.61,Matt,Benning,24,Edmonton Oilers,D,5,17,2,0,119,145
34.59,Paul,Byron,29,Montreal Canadiens,L,15,16,2,3,100,115
34.53,Cody,Ceci,25,Ottawa Senators,D,7,15,1,-6,130,124
34.41,Brett,Connolly,26,Washington Capitals,R,14,20,4,2,117,79
34.35,Michael,Frolik,30,Calgary Flames,R,18,13,3,5,156,54
34.35,David,Savard,28,Columbus Blue Jackets,D,5,18,1,8,137,128
34.34,Jesper,Fast,27,New York Rangers,R,9,21,1,0,101,135
34.05,Stefan,Noesen,25,New Jersey Devils,R,12,13,2,-2,126,117
34.03,Cody,Eakin,27,Vegas Golden Knights,C,18,18,2,2,114,73
33.8,Alex,Iafallo,25,Los Angeles Kings,L,13,18,4,-2,138,69
33.79,Michael,Grabner,31,Arizona Coyotes,R,19,14,0,-1,148,63
33.79,Sean,Kuraly,25,Boston Bruins,C,7,11,0,3,137,154
33.75,Trevor,Lewis,31,Los Angeles Kings,C,12,9,2,-10,134,122
33.75,Calle,Jarnkrok,27,Nashville Predators,C,18,17,6,6,117,48
33.72,Kyle,Clifford,27,Los Angeles Kings,L,11,6,0,1,116,165
33.68,Colin,Wilson,29,Colorado Avalanche,C,15,15,7,-1,120,64
33.57,Tyler,Motte,23,Vancouver Canucks,C,10,9,0,-4,113,161
33.56,Dominik,Simon,24,Pittsburgh Penguins,C,11,22,3,5,106,96
33.55,Zemgus,Girgensons,24,Buffalo Sabres,C,10,12,1,-5,118,140
33.55,Pavel,Zacha,21,New Jersey Devils,C,13,15,6,2,123,78
33.53,TJ,Brodie,28,Calgary Flames,D,6,30,7,16,120,27
33.45,Matt,Martin,29,New York Islanders,L,7,6,0,3,66,227
33.45,Luke,Glendening,29,Detroit Red Wings,C,9,13,0,6,95,166
33.42,Tobias,Rieder,25,Edmonton Oilers,R,10,19,6,-3,129,75
33.34,Joel,Eriksson Ek,21,Minnesota Wild,C,8,13,2,-2,122,137
32.88,Jake,McCabe,25,Buffalo Sabres,D,6,18,2,1,89,141
32.88,Garnet,Hathaway,27,Calgary Flames,R,7,9,1,8,79,194
32.8,Casey,Cizikas,27,New York Islanders,C,12,15,0,4,92,137
32.79,Ben,Hutton,25,Vancouver Canucks,D,6,16,8,-19,132,65
32.57,Oskar,Lindblom,22,Philadelphia Flyers,L,11,17,2,2,127,93
32.5,Brayden,McNabb,27,Vegas Golden Knights,D,4,10,0,1,92,211
32.34,Victor,Rask,25,Carolina Hurricanes,C,13,17,8,1,117,52
32.24,Duncan,Keith,35,Chicago Blackhawks,D,2,29,7,-1,152,41
32.18,Scott,Mayfield,26,New York Islanders,D,5,21,1,5,107,124
32.16,Colton,Sceviour,29,Florida Panthers,C,11,12,1,0,150,94
32.14,Zack,Smith,30,Ottawa Senators,L,12,16,1,7,109,107
32.12,Darren,Helm,31,Detroit Red Wings,L,9,15,1,-6,130,111
32.11,Austin,Watson,26,Nashville Predators,L,13,10,1,2,89,139
32.08,Brett,Ritchie,25,Dallas Stars,R,8,9,2,0,105,153
32.02,Travis,Dermott,22,Toronto Maple Leafs,D,3,22,4,4,123,107
31.99,Troy,Brouwer,33,Florida Panthers,R,12,10,2,-5,84,142
31.97,Tony,DeAngelo,23,New York Rangers,D,4,18,7,1,141,73
31.96,Corey,Perry,33,Anaheim Ducks,R,12,18,9,-3,119,43
31.96,Jakob,Chychrun,20,Arizona Coyotes,D,6,14,5,-9,131,89
31.89,Sven,Andrighetto,25,Colorado Avalanche,R,12,15,6,0,137,56
31.83,Andrew,Cogliano,31,Anaheim Ducks,L,11,17,2,2,140,75
31.8,Matt,Calvert,29,Colorado Avalanche,L,11,14,3,-1,125,92
31.79,Brian,Dumoulin,27,Pittsburgh Penguins,D,5,18,2,12,110,124
31.74,Jujhar,Khaira,24,Edmonton Oilers,L,8,16,2,-1,87,139
31.74,Markus,Nutivaara,24,Columbus Blue Jackets,D,7,20,3,3,123,69
31.69,Brenden,Dillon,28,San Jose Sharks,D,4,13,1,3,89,186
31.64,Markus,Granlund,25,Vancouver Canucks,C,14,13,2,-10,141,69
31.64,Evan,Rodrigues,25,Buffalo Sabres,L,10,21,7,-3,144,32
31.62,Noel,Acciari,27,Boston Bruins,C,6,5,0,-5,91,198
31.58,Dion,Phaneuf,33,Los Angeles Kings,D,2,14,4,-17,118,157
31.55,Nikolay,Goldobin,23,Vancouver Canucks,R,14,19,7,0,129,27
31.46,Calvin,de Haan,27,Carolina Hurricanes,D,4,15,2,7,121,137
31.45,Noah,Juulsen,21,Montreal Canadiens,D,3,12,1,2,107,184
31.43,Zack,Kassian,27,Edmonton Oilers,R,7,10,1,-6,90,167
31.29,Ryan,Carpenter,27,Vegas Golden Knights,C,8,12,1,-11,121,127
31.24,J.T.,Compher,23,Colorado Avalanche,L,16,12,7,0,121,44
31.21,Alex,Chiasson,28,Edmonton Oilers,R,18,8,4,1,94,86
31.17,Dylan,Strome,21,Chicago Blackhawks,C,14,15,8,-15,135,27
31.16,Adam,Erne,23,Tampa Bay Lightning,L,10,9,2,0,105,132
31.15,Colin,White,21,Ottawa Senators,C,14,17,6,1,117,46
31.14,Derek,Ryan,32,Calgary Flames,C,13,19,8,0,107,41
31.1,John,Moore,28,Boston Bruins,D,5,13,3,2,129,115
30.96,Denis,Malgin,21,Florida Panthers,C,12,16,5,2,120,63
30.95,Vladimir,Sobotka,31,Buffalo Sabres,C,9,14,2,-3,112,112
30.93,Connor,Brown,24,Toronto Maple Leafs,R,14,19,5,1,115,44
30.9,Jesse,Puljujarvi,20,Edmonton Oilers,R,12,12,4,-5,138,68
30.61,Justin,Braun,31,San Jose Sharks,D,4,17,1,-2,108,140
30.57,Andrew,Ladd,33,New York Islanders,L,13,14,3,3,108,82
30.56,Loui,Eriksson,33,Vancouver Canucks,L,14,19,6,-9,140,14
30.33,Mark,Borowiecki,29,Ottawa Senators,D,0,6,0,-2,81,272
30.32,Riley,Nash,29,Columbus Blue Jackets,C,10,18,4,4,103,81
30.24,John,Hayden,23,Chicago Blackhawks,R,7,11,1,-7,92,150
30.15,Ryan,Callahan,33,Tampa Bay Lightning,R,8,10,0,0,111,137
30.13,Sven,Baertschi,26,Vancouver Canucks,L,14,15,10,-5,102,32
29.89,Pontus,Aberg,25,Anaheim Ducks,L,14,14,5,-2,116,51
29.88,Henrik,Zetterberg,38,Detroit Red Wings,C,8,23,10,0,107,32
29.82,Phillip,Di Giuseppe,25,Carolina Hurricanes,L,7,12,2,0,96,133
29.67,Devante,Smith-Pelly,26,Washington Capitals,R,10,9,0,-7,105,129
29.65,Christian,Dvorak,22,Arizona Coyotes,C,11,17,5,-2,107,63
29.56,Marc-Edouard,Vlasic,31,San Jose Sharks,D,6,21,3,-10,150,32
29.51,Mark,Jankowski,24,Calgary Flames,C,16,15,2,3,125,42
29.15,Kevin,Connauton,28,Arizona Coyotes,D,4,13,0,0,128,133
29.1,Paul,Stastny,33,Vegas Golden Knights,C,11,22,7,1,103,31
29.08,Tyler,Ennis,29,Toronto Maple Leafs,C,10,14,4,-1,124,66
29.03,Brendan,Leipsic,24,Los Angeles Kings,L,9,18,5,-11,129,47
28.89,Antoine,Roussel,29,Vancouver Canucks,L,10,15,1,0,85,110
28.7,Adam,Pelech,24,New York Islanders,D,4,17,2,8,112,112
28.69,Dylan,DeMelo,25,Ottawa Senators,D,4,18,3,12,106,106
28.67,Alexander,Petrovic,26,Florida Panthers,D,2,13,1,-2,92,182
28.61,Dale,Weise,30,Philadelphia Flyers,R,8,9,0,-6,92,141
28.48,Anton,Stralman,32,Tampa Bay Lightning,D,5,18,3,6,99,98
28.35,Joakim,Nordstrom,26,Boston Bruins,C,10,7,0,1,115,115
28.3,Sam,Gagner,29,Vancouver Canucks,C,10,16,6,-4,122,41
28.3,Riley,Sheahan,27,Pittsburgh Penguins,C,12,13,2,-10,114,70
28.17,Zac,Rinaldo,28,Nashville Predators,C,4,2,0,-2,60,212
28.17,Andrew,Copp,24,Winnipeg Jets,C,10,14,2,7,92,95
28.02,Mattias,Janmark,26,Dallas Stars,C,13,17,3,-7,131,27
