Is Active,First Name,Last Name,Team,Age,Position,PosVal,ID,GP,G,G/GP,A,A/GP,P,P/GP,+/-,PPP,PPP/GP,SHP,SOG,SOG/GP,H,H/GP,BLK,BLK/GP,SHF/GP,SH%,SAF,SAA,SAD,SADB,SADA,SADC,SADT,RSA%,USAF,USAA,USAD,USADB,USADA,USADC,USADT,RUSA%,SA%,ZS%,SH+SV%,ESSH%
1,Yannick,Weber,,29,D,0,8474134,183,12,0.0655,24,0.1311,36,0.1967,-12,13,0.071,0,254,1.3879,187,1.0218,152,0.8306,21.7923,0.0472,2162,2259,-97,-14,-44,-103,-39,-0.016,1618,1700,-82,-39,4,-84,-47,-0.0188,0.489,0.5617,0.9987,0.0814
1,Patrick,Kane,,29,R,1,8474141,225,107,0.4755,152,0.6755,259,1.1511,38,82,0.3644,0,765,3.4,87,0.3866,50,0.2222,23.4444,0.1398,3482,3213,269,160,-36,143,145,0.0079,2498,2428,70,32,5,3,33,-0.0027,0.5201,0.6518,1.0167,0.0952
1,Robert,Bortuzzo,,28,D,0,8474145,129,6,0.0465,9,0.0697,15,0.1162,4,0,0.0,0,148,1.1472,327,2.5348,153,1.186,21.4496,0.0405,1503,1333,170,5,22,144,143,0.0098,1132,935,197,8,63,148,126,0.0307,0.53,0.4929,0.9956,0.0704
1,Mikael,Backlund,,28,C,1,8474150,215,53,0.2465,74,0.3441,127,0.5906,23,26,0.1209,9,455,2.1162,164,0.7627,124,0.5767,24.3162,0.1164,2644,2488,156,190,-2,-14,-32,0.0484,1937,1761,176,121,70,22,-15,0.055,0.5152,0.4077,0.9983,0.0845
1,Ryan,McDonagh,,28,D,0,8474151,221,23,0.104,86,0.3891,109,0.4932,69,36,0.1629,5,414,1.8733,255,1.1538,437,1.9773,29.5429,0.0555,3361,3736,-375,82,-288,-229,-169,-0.0142,2544,2667,-123,37,-89,-66,-71,0.0007,0.4736,0.4413,1.0241,0.0961
1,Max,Pacioretty,,29,L,1,8474157,243,102,0.4197,96,0.395,198,0.8148,43,41,0.1687,8,873,3.5925,271,1.1152,110,0.4526,25.4403,0.1168,3638,3112,526,317,27,314,182,0.0441,2643,2261,382,154,68,254,160,0.0439,0.539,0.5772,1.0117,0.081
1,Jakub,Voracek,,28,R,1,8474161,237,53,0.2236,144,0.6075,197,0.8312,-28,79,0.3333,0,687,2.8987,136,0.5738,84,0.3544,24.1265,0.0771,3318,3037,281,251,-98,199,128,0.0272,2366,2212,154,131,-37,90,60,0.0227,0.5221,0.537,0.9918,0.07
1,Jake,Muzzin,,28,D,0,8474162,240,27,0.1125,82,0.3416,109,0.4541,-18,37,0.1542,2,560,2.3333,545,2.2708,365,1.5208,30.0791,0.0482,4449,3344,1105,525,185,572,395,0.0209,3288,2505,783,310,200,397,273,0.0197,0.5709,0.5558,0.9703,0.0634
1,Alec,Martinez,,30,D,0,8474166,216,25,0.1157,67,0.3101,92,0.4259,8,32,0.1481,2,371,1.7175,396,1.8333,466,2.1574,28.824,0.0673,3495,3021,474,282,23,267,169,-0.0286,2597,2189,408,166,56,273,186,-0.0154,0.5364,0.5193,0.995,0.0744
1,Carl,Hagelin,,29,L,1,8474176,223,37,0.1659,59,0.2645,96,0.4304,36,1,0.0045,4,491,2.2017,235,1.0538,93,0.417,22.1031,0.0753,2880,2521,359,166,108,211,85,0.0246,2184,1850,334,125,143,174,66,0.0306,0.5332,0.5349,1.0064,0.0811
1,Lars,Eller,,28,C,1,8474189,237,40,0.1687,38,0.1603,78,0.3291,-4,4,0.0169,4,414,1.7468,258,1.0886,103,0.4345,20.6202,0.0966,2669,2509,160,95,-10,126,75,0.0118,1941,1830,111,34,11,109,66,0.0117,0.5154,0.4764,0.9932,0.076
1,Wayne,Simmonds,,29,R,1,8474190,238,91,0.3823,73,0.3067,164,0.689,-30,70,0.2941,2,641,2.6932,522,2.1932,140,0.5882,23.0336,0.1419,3008,2870,138,187,-98,170,49,0.0099,2143,2044,99,87,-21,132,33,0.0127,0.5117,0.5262,0.9912,0.0742
1,Nick,Holden,,30,D,0,8474207,240,22,0.0916,48,0.2,70,0.2916,1,11,0.0458,1,276,1.15,537,2.2375,302,1.2583,27.2291,0.0797,3324,4082,-758,-31,-480,-493,-247,-0.0041,2509,3066,-557,-71,-306,-373,-180,-0.0166,0.4488,0.4444,1.0096,0.0838
1,Jason,Demers,,29,D,0,8474218,224,21,0.0937,55,0.2455,76,0.3392,-1,15,0.067,3,291,1.2991,310,1.3839,248,1.1071,26.5312,0.0721,3392,3051,341,283,-7,265,65,0.0091,2508,2281,227,167,28,181,32,0.0126,0.5265,0.4984,0.9894,0.07
1,Zack,Smith,,29,L,1,8474250,192,43,0.2239,28,0.1458,71,0.3697,14,6,0.0313,10,296,1.5416,379,1.9739,77,0.401,20.7343,0.1452,2144,2128,16,195,-141,-58,-38,0.0302,1529,1585,-56,82,-87,-78,-51,0.0235,0.5019,0.459,0.9994,0.0638
1,Jay,Beagle,,32,C,1,8474291,200,31,0.155,36,0.18,67,0.335,26,0,0.0,4,258,1.29,183,0.915,101,0.505,19.105,0.1201,1803,1891,-88,37,-178,5,53,-0.0329,1339,1375,-36,25,-86,22,25,-0.0275,0.4881,0.3904,1.0215,0.0815
1,Drew,Doughty,,28,D,0,8474563,246,33,0.1341,108,0.439,141,0.5731,35,60,0.2439,4,597,2.4268,406,1.6504,358,1.4552,32.7682,0.0552,5206,3937,1269,701,188,702,380,0.0237,3882,3024,858,441,187,459,230,0.0165,0.5694,0.5472,0.998,0.067
1,Alex,Pietrangelo,,27,D,0,8474565,234,28,0.1196,103,0.4401,131,0.5598,11,36,0.1538,1,558,2.3846,156,0.6666,455,1.9444,31.1752,0.0501,4055,3967,88,144,-37,15,-19,-0.0138,3046,2921,125,59,82,23,-16,-0.0173,0.5055,0.4618,1.0093,0.0804
1,Luke,Schenn,,28,D,0,8474568,208,8,0.0384,30,0.1442,38,0.1826,-13,1,0.0048,0,237,1.1394,714,3.4326,329,1.5817,25.2884,0.0337,2904,3132,-228,-45,-121,-87,-62,-0.0208,2086,2341,-255,-129,-44,-99,-82,-0.0237,0.4811,0.4691,1.0021,0.0791
1,Colin,Wilson,,28,C,1,8474569,211,38,0.18,63,0.2985,101,0.4786,25,15,0.0711,0,393,1.8625,163,0.7725,81,0.3838,20.2796,0.0966,2706,2346,360,231,42,136,87,0.018,1964,1719,245,108,62,102,75,0.0101,0.5356,0.5473,1.0144,0.0859
1,Mikkel,Boedker,,28,L,1,8474571,206,41,0.199,64,0.3106,105,0.5097,-43,32,0.1553,1,367,1.7815,188,0.9126,75,0.364,22.0485,0.1117,2384,2642,-258,-3,-132,-241,-123,-0.0212,1743,1968,-225,-67,-54,-193,-104,-0.0271,0.4743,0.543,0.9866,0.0785
1,Josh,Bailey,,28,R,1,8474573,233,40,0.1716,89,0.3819,129,0.5536,1,21,0.0901,0,418,1.7939,148,0.6351,114,0.4892,21.4377,0.0956,3281,3154,127,138,-67,112,56,0.016,2382,2289,93,57,-28,97,64,0.0067,0.5099,0.5922,0.9983,0.088
1,Erik,Karlsson,,27,D,0,8474578,241,54,0.224,165,0.6846,219,0.9087,15,83,0.3444,2,758,3.1452,244,1.0124,465,1.9294,28.3692,0.0712,4776,4526,250,294,-122,94,78,0.0464,3462,3404,58,93,-44,4,9,0.0437,0.5134,0.5363,1.0045,0.0846
1,Luca,Sbisa,,27,D,0,8474579,199,7,0.0351,25,0.1256,32,0.1608,-4,0,0.0,1,183,0.9195,352,1.7688,308,1.5477,24.804,0.0382,2602,3042,-440,67,-303,-224,-204,-0.0319,1919,2310,-391,-41,-178,-203,-172,-0.041,0.461,0.4947,1.0032,0.0792
1,Jake,Gardiner,,27,D,0,8474581,240,20,0.0833,78,0.325,98,0.4083,-14,33,0.1375,1,349,1.4541,265,1.1041,233,0.9708,26.2583,0.0573,4042,3768,274,268,-92,159,98,0.0369,3000,2926,74,83,-65,62,56,0.0322,0.5175,0.5067,0.9969,0.0717
1,Michael,Del Zotto,,27,D,0,8474584,167,20,0.1197,43,0.2574,63,0.3772,-18,10,0.0599,2,309,1.8502,466,2.7904,317,1.8982,27.5808,0.0647,2796,2748,48,102,-150,71,96,0.0127,2012,1970,42,32,-53,67,63,0.0183,0.5043,0.5067,0.9927,0.0693
1,Jordan,Eberle,,27,C,1,8474586,232,69,0.2974,92,0.3965,161,0.6939,-25,46,0.1983,0,564,2.431,116,0.5,96,0.4137,23.0043,0.1223,3278,3132,146,177,-1,-13,-30,0.031,2401,2318,83,55,59,-29,-31,0.0265,0.5114,0.5579,0.995,0.0821
1,Tyler,Ennis,,28,C,1,8474589,152,28,0.1842,42,0.2763,70,0.4605,-38,24,0.1579,1,331,2.1776,162,1.0657,66,0.4342,19.6381,0.0845,1601,2225,-624,-246,-133,-422,-245,-0.0073,1240,1651,-411,-170,-76,-289,-165,-0.0022,0.4185,0.4607,0.9918,0.0609
1,John,Carlson,,27,D,0,8474590,210,29,0.138,102,0.4857,131,0.6238,34,46,0.219,3,497,2.3666,178,0.8476,441,2.1,27.8571,0.0583,3376,3310,66,150,-108,-21,24,-0.0177,2468,2397,71,47,38,-19,-14,-0.0137,0.5049,0.5025,1.0112,0.087
1,Roman,Josi,,27,D,0,8474600,234,41,0.1752,124,0.5299,165,0.7051,19,57,0.2436,6,616,2.6324,166,0.7094,513,2.1923,29.6495,0.0665,4369,4188,181,365,-125,-18,-59,-0.0213,3247,3050,197,229,-45,59,13,-0.0185,0.5106,0.4865,1.0073,0.0769
1,Justin,Schultz,,27,D,0,8474602,222,22,0.099,78,0.3513,100,0.4504,-5,40,0.1802,0,358,1.6126,144,0.6486,302,1.3603,25.9054,0.0614,3499,3450,49,162,-76,-54,-37,0.0142,2608,2522,86,73,36,-25,-23,0.0178,0.5035,0.5709,0.9996,0.0892
1,Travis,Hamonic,,27,D,0,8474612,192,13,0.0677,55,0.2864,68,0.3541,-11,9,0.0469,1,353,1.8385,419,2.1822,367,1.9114,24.5208,0.0368,3315,3432,-117,32,-121,-94,-28,-0.0169,2408,2449,-41,-27,-15,-31,1,-0.0189,0.4913,0.4923,0.9933,0.075
1,Derek,Stepan,,27,C,1,8474613,221,55,0.2488,108,0.4886,163,0.7375,50,42,0.19,9,556,2.5158,100,0.4524,111,0.5022,24.923,0.0989,2681,2818,-137,169,-229,-27,-77,0.0089,2019,2048,-29,86,-99,39,-16,0.0143,0.4875,0.5085,1.0322,0.0945
1,Marco,Scandella,,27,D,0,8474618,208,20,0.0961,37,0.1778,57,0.274,12,8,0.0385,2,326,1.5673,206,0.9903,290,1.3942,26.625,0.0613,3100,3207,-107,51,-161,9,3,-0.0057,2322,2358,-36,-3,-27,27,-6,-0.0115,0.4915,0.4523,1.0061,0.0828
1,Jimmy,Hayes,,28,R,1,8474625,205,34,0.1658,35,0.1707,69,0.3365,-19,16,0.078,0,367,1.7902,349,1.7024,37,0.1804,16.756,0.0926,2116,2149,-33,12,-87,-16,42,-0.0218,1636,1694,-58,-25,-48,-23,15,-0.0299,0.4961,0.562,0.9906,0.0713
1,Jori,Lehtera,,30,C,1,8474627,218,30,0.1376,70,0.3211,100,0.4587,27,19,0.0872,2,253,1.1605,150,0.688,90,0.4128,23.4816,0.1185,2511,2329,182,131,-28,154,79,0.0086,1837,1706,131,58,36,89,37,0.0002,0.5188,0.6012,1.0183,0.093
1,Michael,Stone,,27,D,0,8474628,220,12,0.0545,57,0.259,69,0.3136,-34,24,0.1091,0,386,1.7545,464,2.109,475,2.159,28.3272,0.031,3272,3689,-417,136,-271,-441,-282,-0.0098,2428,2760,-332,49,-170,-329,-211,-0.0018,0.47,0.4801,0.9967,0.0645
1,Adam,Henrique,,27,C,1,8474641,237,66,0.2784,67,0.2827,133,0.5611,-16,38,0.1603,7,418,1.7637,213,0.8987,168,0.7088,24.2109,0.1578,2403,2802,-399,36,-248,-277,-187,-0.0098,1807,2111,-304,-13,-165,-222,-126,-0.0134,0.4617,0.4844,1.012,0.0882
0,Lance,Bouma,,27,L,1,8474642,183,21,0.1147,27,0.1475,48,0.2622,2,1,0.0055,3,206,1.1256,501,2.7377,168,0.918,19.5628,0.1019,1532,1951,-419,-86,-182,-292,-151,-0.0454,1117,1315,-198,-48,-76,-144,-74,-0.0272,0.4399,0.3711,1.0037,0.0826
1,Dale,Weise,,29,R,1,8474668,214,32,0.1495,39,0.1822,71,0.3317,26,8,0.0374,0,321,1.5,407,1.9018,84,0.3925,18.4252,0.0996,2232,2215,17,90,-63,-1,-10,-0.0007,1601,1587,14,21,-14,11,7,-0.0026,0.5019,0.5105,1.022,0.0886
1,TJ,Brodie,,27,D,0,8474673,233,23,0.0987,99,0.4248,122,0.5236,3,30,0.1288,7,290,1.2446,72,0.309,397,1.7038,30.4163,0.0793,3722,4032,-310,134,-292,-284,-152,0.0063,2686,2893,-207,30,-108,-206,-129,0.0001,0.48,0.4483,0.9992,0.0817
1,Gustav,Nyquist,,28,R,1,8474679,240,56,0.2333,89,0.3708,145,0.6041,-13,45,0.1875,0,521,2.1708,155,0.6458,70,0.2916,21.4,0.1074,2738,2487,251,143,2,163,106,0.0179,2040,1975,65,15,4,62,46,0.0095,0.524,0.5789,1.0046,0.0855
1,Matt,Calvert,,28,L,1,8474685,194,34,0.1752,28,0.1443,62,0.3195,-2,1,0.0052,5,299,1.5412,244,1.2577,100,0.5154,20.4587,0.1137,1916,2189,-273,-41,-184,-103,-48,-0.0229,1462,1641,-179,-68,-82,-86,-29,-0.0194,0.4667,0.4409,1.0026,0.0766
1,Greg,Pateryn,,27,D,0,8474688,91,2,0.0219,14,0.1538,16,0.1758,-9,0,0.0,0,84,0.923,217,2.3846,136,1.4945,20.3736,0.0238,1160,1136,24,33,-59,49,50,0.0117,837,805,32,-2,-27,55,61,0.0186,0.5052,0.449,0.98,0.0697
1,Mark,Borowiecki,,28,D,0,8474697,196,3,0.0153,13,0.0663,16,0.0816,8,0,0.0,0,107,0.5459,868,4.4285,291,1.4846,21.7346,0.028,2143,2439,-296,3,-170,-188,-129,-0.0253,1541,1823,-282,-39,-98,-187,-145,-0.0294,0.4677,0.4507,1.0055,0.0672
1,Matt,Martin,,28,L,1,8474709,240,23,0.0958,19,0.0791,42,0.175,-2,0,0.0,0,242,1.0083,1047,4.3625,86,0.3583,15.075,0.095,2024,2055,-31,90,-166,-4,45,-0.0176,1498,1476,22,34,-70,29,58,-0.0122,0.4962,0.4041,0.9978,0.0752
1,Cam,Atkinson,,28,R,1,8474715,241,84,0.3485,71,0.2946,155,0.6431,3,41,0.1701,6,678,2.8132,135,0.5601,113,0.4688,23.6224,0.1238,2920,3069,-149,47,-162,-84,-34,0.003,2179,2297,-118,-20,-94,-40,-4,-0.0006,0.4876,0.4688,1.0035,0.0751
1,Jared,Spurgeon,,28,D,0,8474716,219,30,0.1369,62,0.2831,92,0.42,47,24,0.1096,4,394,1.799,148,0.6757,421,1.9223,28.5296,0.0761,3733,3522,211,292,-127,193,46,0.0381,2818,2621,197,167,-8,190,38,0.0307,0.5145,0.5196,1.009,0.0841
1,Mark,Barberio,,27,D,0,8474717,142,5,0.0352,25,0.176,30,0.2112,-9,4,0.0282,0,165,1.1619,67,0.4718,119,0.838,21.2112,0.0303,2030,1840,190,178,2,72,10,0.0109,1469,1384,85,75,9,22,1,0.0113,0.5245,0.5366,0.9896,0.0676
0,Tommy,Wingels,,29,C,1,8474739,216,29,0.1342,37,0.1712,66,0.3055,-28,13,0.0602,3,350,1.6203,592,2.7407,156,0.7222,20.1296,0.0828,2184,2325,-141,8,-122,-47,-27,-0.0341,1597,1660,-63,-25,-38,-18,0,-0.0329,0.4844,0.4875,0.9733,0.0565
1,Jordie,Benn,,30,D,0,8474818,208,9,0.0432,36,0.173,45,0.2163,-7,5,0.024,2,196,0.9423,246,1.1826,359,1.7259,24.8413,0.0459,2939,2802,137,244,-69,1,-38,-0.0053,2157,2016,141,172,-14,23,-17,0.0021,0.5119,0.4975,0.988,0.0763
1,Antoine,Roussel,,28,L,1,8474849,220,38,0.1727,43,0.1954,81,0.3681,-8,7,0.0318,1,306,1.3909,307,1.3954,174,0.7909,22.2409,0.1241,2717,2518,199,264,-112,144,47,0.003,1987,1791,196,167,-29,135,58,0.0088,0.519,0.4425,0.9847,0.0774
1,Tyler,Johnson,,27,C,1,8474870,212,62,0.2924,93,0.4386,155,0.7311,32,47,0.2217,0,500,2.3584,156,0.7358,91,0.4292,22.1603,0.124,2621,2409,212,110,-4,131,106,0.0001,1990,1850,140,35,45,75,60,0.0019,0.5211,0.535,1.0214,0.0964
1,Mike,Hoffman,,28,L,1,8474884,231,82,0.3549,86,0.3722,168,0.7272,34,42,0.1818,0,665,2.8787,103,0.4458,83,0.3593,20.7229,0.1233,2828,2798,30,91,-94,50,33,0.022,2059,2094,-35,7,-56,13,14,0.0241,0.5027,0.5807,1.0336,0.1033
1,Tyler,Bozak,,31,C,1,8475098,217,53,0.2442,86,0.3963,139,0.6405,-44,46,0.212,2,398,1.8341,174,0.8018,96,0.4423,23.5069,0.1331,2925,3014,-89,195,-196,-86,-88,0.0055,2202,2357,-155,63,-135,-101,-83,0.0022,0.4925,0.5213,0.9942,0.0788
1,Jordan,Schroeder,,27,C,1,8475147,88,11,0.125,14,0.159,25,0.284,16,0,0.0,0,115,1.3068,68,0.7727,34,0.3863,13.75,0.0956,718,820,-102,7,-71,-35,-38,-0.0191,539,582,-43,6,-29,-4,-20,-0.0123,0.4668,0.5627,1.0416,0.0882
1,Marcus,Johansson,,27,L,1,8475149,238,61,0.2563,90,0.3781,151,0.6344,43,48,0.2017,0,399,1.6764,139,0.584,64,0.2689,19.6932,0.1528,2842,2627,215,133,-19,117,101,0.0085,2070,1929,141,89,19,58,33,0.0046,0.5197,0.5694,1.0181,0.0895
1,Kyle,Palmieri,,26,R,1,8475151,219,70,0.3196,69,0.315,139,0.6347,3,53,0.242,1,526,2.4018,350,1.5981,111,0.5068,21.1872,0.133,2291,2481,-190,58,-163,-110,-85,-0.0036,1704,1862,-158,11,-124,-66,-45,-0.0119,0.4801,0.4577,1.0298,0.085
1,Ryan,O'Reilly,,26,C,1,8475158,225,58,0.2577,112,0.4977,170,0.7555,-22,58,0.2578,5,517,2.2977,76,0.3377,136,0.6044,25.3244,0.1121,2896,3151,-255,-3,-155,-159,-97,0.0253,2186,2357,-171,-37,-81,-103,-53,0.0249,0.4789,0.4528,1.0011,0.077
1,Kyle,Clifford,,26,L,1,8475160,209,15,0.0717,21,0.1004,36,0.1722,2,0,0.0,0,307,1.4688,457,2.1866,32,0.1531,14.3253,0.0488,1993,1638,355,256,24,182,75,-0.0066,1464,1217,247,150,61,112,36,-0.0056,0.5489,0.5753,0.9906,0.0573
1,Alex,Chiasson,,27,R,1,8475163,234,31,0.1324,33,0.141,64,0.2735,-9,10,0.0427,3,297,1.2692,270,1.1538,66,0.282,19.4059,0.1043,2176,2268,-92,69,-194,-11,33,-0.0043,1567,1696,-129,32,-127,-62,-34,-0.0046,0.4896,0.4997,0.9978,0.0709
1,Jakob,Silfverberg,,27,R,1,8475164,242,56,0.2314,71,0.2933,127,0.5247,33,17,0.0702,5,631,2.6074,176,0.7272,141,0.5826,23.5206,0.0887,3092,2819,273,180,-58,189,151,0.0179,2340,2091,249,94,26,154,129,0.0174,0.5231,0.4273,1.0002,0.0748
1,John,Tavares,,27,C,1,8475166,237,99,0.4177,123,0.5189,222,0.9367,15,68,0.2869,3,788,3.3248,141,0.5949,86,0.3628,23.2109,0.1256,3906,3424,482,215,95,318,172,0.0473,2849,2496,353,84,115,262,154,0.0386,0.5329,0.6602,1.0027,0.0856
1,Victor,Hedman,,27,D,0,8475167,216,36,0.1666,121,0.5601,157,0.7268,36,55,0.2546,1,461,2.1342,206,0.9537,374,1.7314,26.7916,0.078,3696,3055,641,239,118,434,284,0.0405,2703,2309,394,94,125,269,175,0.0354,0.5475,0.577,1.0136,0.092
1,Matt,Duchene,,26,C,1,8475168,235,69,0.2936,86,0.3659,155,0.6595,-39,31,0.1319,1,567,2.4127,126,0.5361,152,0.6468,22.9574,0.1216,2913,3456,-543,-107,-228,-324,-208,0.0091,2197,2592,-395,-134,-123,-246,-138,0.0069,0.4574,0.4935,1.0026,0.0843
1,Evander,Kane,,26,L,1,8475169,172,58,0.3372,42,0.2441,100,0.5813,-32,20,0.1163,4,657,3.8197,399,2.3197,66,0.3837,23.5232,0.0882,2467,2480,-13,5,-96,52,78,0.0257,1888,1894,-6,-33,-54,55,81,0.028,0.4987,0.5129,0.9743,0.0612
1,Brayden,Schenn,,26,C,1,8475170,241,69,0.2863,92,0.3817,161,0.668,-15,69,0.2863,0,512,2.1244,575,2.3858,110,0.4564,21.7012,0.1347,3008,3069,-61,77,-161,-3,23,-0.0108,2146,2242,-96,16,-89,-21,-23,-0.0168,0.495,0.5487,1.0078,0.0722
1,Oliver,Ekman-Larsson,,26,D,0,8475171,236,56,0.2372,81,0.3432,137,0.5805,-49,66,0.2797,1,637,2.6991,433,1.8347,229,0.9703,29.1652,0.0879,3768,3946,-178,176,-198,-223,-156,0.0306,2807,3023,-216,51,-125,-206,-142,0.0309,0.4885,0.4508,0.9988,0.081
1,Nazem,Kadri,,27,C,1,8475172,231,67,0.29,78,0.3376,145,0.6277,-29,38,0.1645,1,672,2.909,390,1.6883,97,0.4199,23.303,0.0997,3261,3109,152,88,-57,93,121,0.0219,2421,2379,42,-9,-21,28,72,0.022,0.5119,0.4408,0.9887,0.0758
1,Magnus,Paajarvi,,26,L,1,8475175,90,11,0.1222,12,0.1333,23,0.2555,-2,2,0.0222,0,148,1.6444,81,0.9,32,0.3555,18.5,0.0743,997,866,131,78,9,83,44,0.0397,740,654,86,42,15,49,29,0.0323,0.5352,0.4843,0.9923,0.061
1,Ryan,Ellis,,26,D,0,8475176,208,35,0.1682,62,0.298,97,0.4663,38,24,0.1154,4,410,1.9711,166,0.798,311,1.4951,26.2355,0.0853,3337,2980,357,264,-35,235,128,0.0119,2455,2213,242,143,3,148,96,0.0016,0.5283,0.5104,1.011,0.088
1,Calvin,de Haan,,26,D,0,8475177,219,8,0.0365,45,0.2054,53,0.242,21,4,0.0183,1,310,1.4155,407,1.8584,518,2.3652,23.4292,0.0258,3493,3411,82,108,-85,37,59,0.0094,2552,2354,198,36,66,125,96,0.0232,0.5059,0.5079,0.9982,0.0822
1,Zack,Kassian,,26,R,1,8475178,157,20,0.1273,28,0.1783,48,0.3057,-8,1,0.0064,0,207,1.3184,384,2.4458,24,0.1528,17.3566,0.0966,1515,1656,-141,23,-130,-58,-34,-0.0283,1120,1214,-94,-4,-52,-43,-38,-0.033,0.4778,0.5066,0.9978,0.0832
1,Dmitry,Kulikov,,27,D,0,8475179,194,6,0.0309,38,0.1958,44,0.2268,-18,15,0.0773,1,224,1.1546,296,1.5257,298,1.536,25.9175,0.0267,2703,2931,-228,120,-253,-171,-95,-0.0303,2066,2244,-178,68,-180,-141,-66,-0.0281,0.4798,0.4807,0.9949,0.0686
1,Peter,Holland,,26,C,1,8475180,175,25,0.1428,39,0.2228,64,0.3657,-32,15,0.0857,2,310,1.7714,214,1.2228,49,0.28,18.8514,0.0806,1707,1898,-191,11,-98,-113,-104,-0.0102,1288,1470,-182,-9,-68,-106,-105,-0.0113,0.4735,0.4411,0.9871,0.0682
1,Nick,Leddy,,26,D,0,8475181,240,26,0.1083,97,0.4041,123,0.5125,6,46,0.1917,1,378,1.575,233,0.9708,286,1.1916,23.8541,0.0687,4075,3904,171,143,-81,77,109,0.0165,2965,2853,112,46,-5,37,71,0.0049,0.5107,0.5053,1.0035,0.0788
1,Chris,Kreider,,26,L,1,8475184,234,70,0.2991,72,0.3076,142,0.6068,40,29,0.1239,0,524,2.2393,471,2.0128,80,0.3418,21.8418,0.1335,3020,2862,158,234,-87,142,11,0.0417,2261,2129,132,123,0,110,9,0.0393,0.5134,0.5315,1.0227,0.0922
0,Jacob,Josefson,,26,C,1,8475185,158,11,0.0696,24,0.1518,35,0.2215,-22,14,0.0886,4,191,1.2088,153,0.9683,82,0.5189,19.3481,0.0575,1301,1300,1,67,-47,3,-19,0.0313,977,968,9,40,-20,8,-11,0.0309,0.5002,0.4431,0.9791,0.0504
1,John,Moore,,27,D,0,8475186,193,18,0.0932,34,0.1761,52,0.2694,-23,13,0.0674,0,285,1.4766,238,1.2331,196,1.0155,25.1813,0.0631,2329,2655,-326,-88,-105,-185,-133,-0.014,1742,2046,-304,-133,-75,-134,-96,-0.0243,0.4673,0.5191,1.0014,0.0775
1,Brayden,McNabb,,26,D,0,8475188,201,6,0.0298,36,0.1791,42,0.2089,23,6,0.0299,1,212,1.0547,491,2.4427,205,1.0199,23.4328,0.0283,3168,2267,901,410,225,581,266,0.0335,2381,1721,660,275,179,442,206,0.0375,0.5829,0.5969,0.9982,0.0642
1,Reilly,Smith,,26,R,1,8475191,243,53,0.2181,74,0.3045,127,0.5226,13,33,0.1358,2,476,1.9588,234,0.9629,112,0.4609,23.037,0.1113,3010,2647,363,252,15,221,96,0.0397,2231,2054,177,152,38,86,-13,0.0297,0.5321,0.4939,1.0048,0.0776
1,Tomas,Tatar,,27,L,1,8475193,245,75,0.3061,72,0.2938,147,0.6,2,42,0.1714,0,542,2.2122,256,1.0448,60,0.2448,21.7959,0.1383,2924,2366,558,243,87,339,228,0.0581,2160,1876,284,112,54,149,118,0.0467,0.5527,0.5693,1.0026,0.0885
1,Tyson,Barrie,,26,D,0,8475197,232,32,0.1379,108,0.4655,140,0.6034,-45,47,0.2026,2,493,2.125,149,0.6422,249,1.0732,26.8534,0.0649,3535,4128,-593,-89,-306,-348,-198,0.0148,2635,3109,-474,-161,-198,-264,-115,0.0053,0.4613,0.5125,1.0063,0.0889
1,Dmitry,Orlov,,26,D,0,8475200,164,14,0.0853,48,0.2926,62,0.378,38,8,0.0488,0,215,1.3109,243,1.4817,155,0.9451,22.0548,0.0651,2586,2217,369,120,57,240,192,0.0367,1883,1675,208,51,53,115,104,0.0223,0.5384,0.572,1.0201,0.0979
1,Brian,Dumoulin,,26,D,0,8475208,157,2,0.0127,30,0.191,32,0.2038,11,4,0.0255,0,183,1.1656,201,1.2802,176,1.121,27.1401,0.0109,2421,2252,169,60,13,153,96,0.0075,1831,1695,136,43,31,129,62,0.0014,0.5181,0.5003,0.9982,0.0759
1,Richard,Panik,,26,R,1,8475209,188,39,0.2074,30,0.1595,69,0.367,10,11,0.0585,0,281,1.4946,302,1.6063,113,0.601,17.0425,0.1387,1884,1969,-85,79,-86,-97,-78,0.002,1366,1429,-63,31,-32,-68,-62,0.0054,0.489,0.4915,1.0151,0.0851
1,Mattias,Ekholm,,27,D,0,8475218,244,18,0.0737,58,0.2377,76,0.3114,30,10,0.041,3,320,1.3114,185,0.7581,316,1.295,26.3729,0.0562,3959,3323,636,390,49,408,197,0.0315,2940,2491,449,220,104,268,125,0.0243,0.5437,0.4973,1.004,0.0826
1,Marcus,Foligno,,26,L,1,8475220,212,31,0.1462,35,0.165,66,0.3113,-2,3,0.0142,4,244,1.1509,665,3.1367,149,0.7028,19.5424,0.127,2213,2757,-544,-78,-259,-402,-207,-0.0046,1719,2049,-330,-68,-148,-254,-114,0.0033,0.4453,0.4116,1.0066,0.0751
1,Sami,Vatanen,,26,D,0,8475222,209,24,0.1148,75,0.3588,99,0.4736,16,50,0.2392,1,379,1.8133,235,1.1244,356,1.7033,25.7703,0.0633,3026,2986,40,174,-202,94,68,-0.0106,2280,2191,89,90,-68,113,67,-0.0091,0.5033,0.4974,1.0018,0.0771
